提出日,確定状況,編集日,,Idマージ　自動転記,L1-ID,L2-ID,L3-ID,L4-ID,L5-ID,L6-ID,分類 ID,新規追加,新規追加,LV,L1,L2,L3,L4,L5,L6,XA3A移行数,XA3P移行数,画像挿入,自動転記の為入力不要,,英語文字数,K列からの自動転記,,,,,,,,,,,,,,,,,,,分類属性No1,,,分類属性No2,,,分類属性No3,,,分類属性No4,,,分類属性No5,,,分類属性No6,,,分類属性No7,,,分類属性No8,,,分類属性No9,,,分類属性No10,,,分類属性No11,,,分類属性　TOP,,,,,,,
NSSOL提出日,確定状況,確定日,品名タイプ,並べ替え用ID,L1-ID,L2-ID,L3-ID,L4-ID,L5-ID,L6-ID,PLM ID,品名ID,語彙マスタID,Lv,L1-J,L2-J,L3-J,L4-J,L5-J,L6-J,XA3A移行数,XA3P移行数,アイコン画像,最下層名称　日本語（Japanese）,最下層名称　マスタ（master),英B数,内部名,DFK辞典,分類ツリー　英語（US)　English United States,分類ツリー　英語(UK)　English United Kingdom,分類ツリー　韓国語　Korean,分類ツリー 中国語簡体　Chinese China,分類ツリー 中国語繁体　Chinese Taiwan,GL勘定コード,分類/品名,部品分類,規格化対象,ケーブルASSYの有無,納品WTP,品目WTP,名称分類,品名説明,具体的な製品の用途例,品名及び分類属性に対しての懸念,主な部品メーカー,ID-1,分類属性-1,分類属性値-1,ID-2,分類属性-2,分類属性値-2,ID-3,分類属性-3,分類属性値-3,ID-4,分類属性-4,分類属性値-4,ID-5,分類属性-5,分類属性値-5,ID-6,分類属性-6,分類属性値-6,ID-7,分類属性-7,分類属性値-7,ID-8,分類属性-8,分類属性値-8,ID-9,分類属性-9,分類属性値-9,ID-10,分類属性-10,分類属性値-10,ID-11,分類属性-11,分類属性値-11,ID-TOP,分類属性-TOP,分類属性値-TOP,付与ID,言語種類,最下層名称の読み方　カタカナ,日本語頭文字,略語の正式名称
2022/7/8,再確定,7/8,品名任意,004_113_006_004,004,113,006,004,,,1625,1625,SV,4,機械部品,機械小物部品,ピン,特殊ピン,,,2,12,,特殊ピン,SPECIAL_PIN,11,1625,DFK辞典なし,,,SPECIAL_PIN,,,,品名,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,品目,DFK用語,ベアリングやキーが接続されないピンで他の分類のピンではないもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1625,漢字+カタカナ,トクシュピン,ト,
2022/4/4,登録しない,5/20,品名推奨LIST,004_113_006_004_001,004,113,006,004,001,,167,R167,SV,5,機械部品,機械小物部品,ピン,特殊ピン,拡張ピン,,,,,拡張ピン,EXPANSION_PIN,13,0167,DFK辞典なし,,,EXPANSION_PIN,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,DFK用途用語,内蔵する六角穴を回す事によりピン外径が広がって、外面摩擦でピンを穴に固定する仕組みのピン,,,,136,穴径(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1625,漢字+カタカナ,カクチョウピン,カ,
2022/7/8,登録しない,4/24,品名推奨LIST,004_113_006_004_002,004,113,006,004,002,,ID無し,R3024,SV,5,機械部品,機械小物部品,ピン,特殊ピン,ヒンジピン,,,,,ヒンジピン,HINGE_PIN,9,#VALUE!,DFK辞典なし,,,HINGE_PIN,,,,品名推奨LIST,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,,一般用語,片側につばが付いたピン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1625,カタカナのみ,ヒンジピン,ヒ,
2022/4/4,再確定,4/4,品名任意,004_113_007,004,113,007,,,,277,277,SV,3,機械部品,機械小物部品,プランジャ,,,,12,,,プランジャ,PLUNGER,7,0277,DFK辞典なし,,,PLUNGER,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用途用語,可動部が繰り返し位置決めできる機器。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",277,カタカナのみ,プランジャ,プ,
2022/4/4,登録しない,4/4,品名推奨LIST,004_113_007_001,004,113,007,001,,,278,R278,SV,4,機械部品,機械小物部品,プランジャ,ボールプランジャ,,,,,,ボールプランジャ,BALL_PLUNGER,12,0278,DFK辞典なし,,,BALL_PLUNGER,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,一般用途用語,先端のボールが穴にはまる事により可動部が繰り返し位置決めできる機器。,,,,342,鉄+アルミ系+樹脂系,"鉄鋼系,SUS系,アルミ系,合成樹脂系,ゴム系",132,外径(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",277,カタカナのみ,ボールプランジャ,ボ,
2022/4/4,登録しない,4/4,品名推奨LIST,004_113_007_002,004,113,007,002,,,1628,R1628,SV,4,機械部品,機械小物部品,プランジャ,インデックスプランジャ,,,,,,インデックスプランジャ,INDEX_PLUNGER,13,1628,DFK辞典なし,,,INDEX_PLUNGER,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,品目,一般用語,ノブを操作することでピンの出し入れを行い、ワークの位置決め・固定を容易にすばやく行うことができる機械要素部品です。,,,NBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",277,カタカナのみ,インデックスプランジャ,イ,
2022/7/8,登録しない,5/26,品名推奨LIST,004_113_007_003,004,113,007,003,,,ID無し,R3025,SV,4,機械部品,機械小物部品,プランジャ,スプリングプランジャ,,,,,,スプリングプランジャ,SPRING_PLUNGER,14,#VALUE!,DFK辞典なし,,,SPRING_PLUNGER,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,品目,一般用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",277,カタカナのみ,スプリングプランジャ,ス,
2021/6/17,再確定,,分類,004_113_008,004,113,008,,,,279,279,SV,3,機械部品,機械小物部品,脚関連部品,,,,,,,脚関連部品,FOOT_PARTS,10,0279,DFK辞典なし,,,FOOT_PARTS,足，脚,足，?,,分類,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,,一般用語,装置や架台がフロアに接する部分に使用する脚。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字のみ,キャクカンレンブヒン,キ,
2021/5/17,確定,,分類＝品名,004_113_008_001,004,113,008,001,,,280,280,SV,4,機械部品,機械小物部品,脚関連部品,脚,,,42,9,,脚,FOOT,4,0280,脚,,,FOOT,,,,品名,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,,一般用途用語,装置や架台がフロアに接する部分に使用するジャッキ機能を有した脚。,,,,112,製作元,"購入品,内製品",135,軸全長(mm),実数値,134,軸径1(mm),実数値,342,鉄+アルミ系+樹脂系,"鉄鋼系,SUS系,アルミ系,合成樹脂系,ゴム系",,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",280,漢字のみ,キャク,キ,
2022/5/26,再確定,5/26,品名任意,004_113_008_002,004,113,008,002,,,1507,1507,SV,4,機械部品,機械小物部品,脚関連部品,ゴム脚,,,8,,,ゴム脚,RUBBER_FOOT,11,1507,DFK辞典なし,,,RUBBER_FOOT,,,,品名,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,,一般用途用語,装置や架台がフロアに接する部分に使用するゴム脚。,,,,112,製作元,"購入品,内製品",132,外径(mm),実数値,131,高さH(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1507,漢字+カタカナ,ゴムキャク,ゴ,
2022/5/26,再確定,5/26,分類＝品名,004_113_008_003,004,113,008,003,,,1629,1629,SV,4,機械部品,機械小物部品,脚関連部品,脚押えブラケット,,,1,7,,脚押えブラケット,FOOT_RETAINING_BRACKET,22,1629,DFK辞典なし,,,FOOT_RETAINING_BRACKET,,,,品名,製作部品,コンテンツセンタ登録なし,,,品目,一般用途用語,支持脚を押さえるブラケット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1629,漢字+カタカナ+ひらがな,キャクオエブラケット,キ,
2022/5/6,確定,4/26,品名任意,004_113_009,004,113,009,,,,1664,1664,SV,3,機械部品,機械小物部品,ワイヤ・チェーン,,,,30,,,ワイヤ・チェーン,WIRE_CHAIN,10,1664,DFK辞典なし,,,WIRE_CHAIN,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1664,カタカナ+点,ワイヤ・チェーン,ワ,
2022/4/26,登録しない,4/26,品名推奨LIST,004_113_009_001,004,113,009,001,,,281,R281,SV,4,機械部品,機械小物部品,ワイヤ・チェーン,チェーン,,,,,,チェーン,CHAIN,5,0281,チェーン,,,CHAIN,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,リング状の環同士をつなげて線状にした品。,,,,342,鉄+アルミ系+樹脂系,"鉄鋼系,SUS系,アルミ系,合成樹脂系,ゴム系",165,線幅(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1664,カタカナのみ,チェーン,チ,
2022/5/26,登録しない,5/26,品名推奨LIST,004_113_009_002,004,113,009,002,,,282,R282,SV,4,機械部品,機械小物部品,ワイヤ・チェーン,ボールチェーン,,,,,,ボールチェーン,BALL_CHAIN,10,0282,DFK辞典なし,,,BALL_CHAIN,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,玉状の環同士をつなげて線状にした品。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1664,カタカナのみ,ボールチェーン,ボ,
2022/7/8,登録しない,4/26,品名推奨LIST,004_113_009_003,004,113,009,003,,,ID無し,R3026,SV,4,機械部品,機械小物部品,ワイヤ・チェーン,連結用ワイヤ,,,,,,連結用ワイヤ,CONNECTING_WIRE,15,#VALUE!,DFK辞典なし,,,CONNECTING_WIRE,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,物を落下しないように固定するためのワイヤー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1664,漢字+カタカナ,レンケツヨウワイヤ,レ,
2022/7/8,登録しない,4/26,品名推奨LIST,004_113_009_004,004,113,009,004,,,ID無し,R3027,SV,4,機械部品,機械小物部品,ワイヤ・チェーン,ボルトクリップ,,,,,,ボルトクリップ,BOLT_CLIP,9,#VALUE!,DFK辞典なし,,,BOLT_CLIP,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1664,カタカナのみ,ボルトクリップ,ボ,
2021/11/1,確定,11/1,分類＝品名,004_113_011,004,113,011,,,,1519,1519,SV,3,機械部品,機械小物部品,カラビナ,,,,2,,,カラビナ,CARABINER,9,1519,DFK辞典なし,,,CARABINER,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,固定具の一種。開閉できる部品（ゲート）がついた金属リングである。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1519,カタカナのみ,カラビナ,カ,
2021/12/7,確定,12/2,分類＝品名,004_113_012,004,113,012,,,,1533,1533,SV,3,機械部品,機械小物部品,ボールロックピン,,,,12,,,ボールロックピン,BALL_LOCK_PIN,13,1533,DFK辞典なし,,,BALL_LOCK_PIN,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,,位置決めピンの類で、先端部にボールがついている,,,IMAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1533,カタカナのみ,ボールロックピン,ボ,
2022/4/7,再確定,4/7,分類＝品名,004_113_013,004,113,013,,,,328,328,SV,3,機械部品,機械小物部品,ブラシ,,,,,5,,ブラシ,BRUSH,5,0328,DFK辞典なし,,,BRUSH,,,,品名,カタログ購入品加工,コンテンツセンタ登録なし,,,,一般形状用語,ホコリや汚れを除去するための刷毛部品。,,,,130,幅W(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",328,カタカナのみ,ブラシ,ブ,
2022/4/14,再確定,4/14,分類＝品名,004_113_013,004,113,013,,,,1593,1593,SV,3,機械部品,機械小物部品,シャックル,,,,2,,,シャックル,SHACKLE,7,1593,シャックル,,,SHACKLE,,,,品名,カタログ購入品,コンテンツセンタ登録,,,,一般用語,スリングなどをかけるための牽引、吊り下げ用の器具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1593,カタカナのみ,シャックル,シ,
2022/4/4,再確定,4/4,分類,004_114_001,004,114,001,,,,288,288,SV,2,機械部品,プロファイル関連部品,,,,,,,,プロファイル関連部品,PROFILE_PARTS,13,0288,DFK辞典なし,,,PROFILE_PARTS,,,,分類,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,,DFK用語,アルミの押出材に汎用的に使用する小物部品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字+カタカナ,プロファイルカンレンブヒン,プ,
2022/4/4,再確定,4/4,品名任意,004_114_001_001,004,114,001,001,,,146,146,SV,3,機械部品,プロファイル関連部品,プロファイル,,,,6,169,,プロファイル,PROFILE,7,0146,DFK辞典なし,,,PROFILE,,,,品名,,コンテンツセンタ登録,,,,一般用語,アルミの押出製法で製作した部品,,,,112,製作元,"購入品,内製品",434,プロファイル溝幅（mm）,"6,8,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",146,カタカナのみ,プロファイル,プ,
2022/4/8,登録しない,4/8,品名推奨LIST,004_114_001_001_001,004,114,001,001,001,,304,R304,SV,4,機械部品,プロファイル関連部品,プロファイル,カバー押え,,,,,,カバー押え,COVER_HOLDER,12,0304,DFK辞典なし,,,COVER_HOLDER,,,,品名推奨LIST,製作部品,コンテンツセンタ登録なし,,,,DFK用途用語,主に外範カバーを固定するためのアルミフレームの押え材のことをいう。　,,ホルダープレートとキープレートを分けるべき,,607,カバー押えタイプ,"片側,両側",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",146,漢字+カタカナ+ひらがな,カバーオサエ,カ,
2022/5/13,再確定,5/13,分類＝品名,004_114_001_002,004,114,001,002,,,145,145,SV,3,機械部品,プロファイル関連部品,T-ボルト,,,,1,10,,T-ボルト,T-BOLT,6,0145,DFK辞典なし,,,T-BOLT,,,,品名,製作部品,コンテンツセンタ登録なし,,,,DFK用語,主にアルミフレームを固定するためのボルト頭形状がT型になったボルト。,,,,434,プロファイル溝幅（mm）,"6,8,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",145,カタカナ+英語+ハイフン,T-ボルト,T,
2023/6/7,再確定,5/13,分類＝品名,004_114_001_002,004,114,001,002,,,289,289,SV,3,機械部品,プロファイル関連部品,T-ボルトASSY.,,,,3,,,T-ボルトASSY.,T-BOLT_ASSY,11,0289,DFK辞典なし,,,T-BOLT_ASSY,,,,品名,ASSY,コンテンツセンタ登録なし,,,,DFK用語,主にアルミフレームを固定するためのボルト頭形状がT型になったボルトとナットのセット。,,ボルトとナットは分けるべきでは?,,142,プロファイル幅(mm),実数値,112,製作元,"購入品,内製品",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",289,カタカナ+英語+ハイフン+スペース,T-ボルトASSY.,T,
2022/5/26,再確定,5/26,分類＝品名,004_114_001_003,004,114,001,003,,,290,290,SV,3,機械部品,プロファイル関連部品,プロファイル溝キャップ,,,,,5,,プロファイル溝キャップ,PROFILE_GROOVE_CAP,18,0290,DFK辞典なし,,,PROFILE_GROOVE_CAP,,,,品名,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,,DFK用途用語,プロファイルのアリ溝を塞ぐ樹脂製の蓋,,,,143,キャップ適用溝幅(mm),実数値,112,製作元,"購入品,内製品",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",290,漢字+カタカナ,プロファイルミゾキャップ,プ,
2022/4/4,再確定,4/4,分類＝品名,004_114_001_005,004,114,001,005,,,292,292,SV,3,機械部品,プロファイル関連部品,コーナブラケット,,,,,17,,コーナブラケット,CORNER_BRACKET,14,0292,DFK辞典なし,,,CORNER_BRACKET,,,,品名,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,,DFK用途用語,直交するプロファイルの内角部に固定材として使用するブラケット,,,,112,製作元,"購入品,内製品",434,プロファイル溝幅（mm）,"6,8,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",292,カタカナのみ,コーナブラケット,コ,
2023/6/7,再確定,4/8,分類＝品名,004_114_001_006,004,114,001,006,,,147,147,SV,3,機械部品,プロファイル関連部品,接合ブラケットASSY.,,,,,,,接合ブラケットASSY.,JOINT_BRACKET_ASSY.,19,0147,DFK辞典なし,,,JOINT_BRACKET_ASSY.,,,,品名,カタログ購入品＆製作部品,コンテンツセンタ登録なし,,,,DFK用途用語,直交するプロファイルの内角部に固定材として使用するブラケットとボルト、タッププレートのセット,,,,434,プロファイル溝幅（mm）,"6,8,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",147,漢字+カタカナ+英語,セツゴウブラケットASSY.,セ,
2022/5/26,再確定,5/26,分類＝品名,004_114_001_010,004,114,001,010,,,315,315,SV,3,機械部品,プロファイル関連部品,タッププレート,,,,2,161,,タッププレート,TAP_PLATE,9,0315,DFK辞典なし,,,TAP_PLATE,,,,品名,製作部品,コンテンツセンタ登録なし,,,,DFK用途用語,ネジ穴があいたプレートをさすが、ここでは主にアルミフレームとの締結用に使用しているプレートをタッププレートと呼ぶ。押出し材の溝に入れる前提でないプレートはタッププレートと定義しない。,,材質と表面処理は別に属性が存在するので分類属性の対象外にした,DAIFUKU,149,ネジサイズ,"M2,M2.5,M3,M4,M5,M6,M8,M10,M12,M16,M20,M24,M30",213,穴数,整数値,177,穴ピッチ(mm),実数値,130,幅W(mm),実数値,180,板厚(mm),実数値,8,スポンジゴム有無,"有,無",505,後入れ機能有無,"有,無",,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",315,カタカナのみ,タッププレート,タ,
2022/4/4,再確定,4/4,品名任意,004_114_001_011,004,114,001,011,,,807,807,SV,3,機械部品,プロファイル関連部品,プロファイル端面キャップ,,,,1,1,,プロファイル端面キャップ,PROFILE_END_CAP,15,0807,DFK辞典なし,,,PROFILE_END_CAP,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,DFK用途用語,プロファイルの端面に貼るプレート,,,,112,製作元,"購入品,内製品",142,プロファイル幅(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",807,漢字+カタカナ,プロファイルタンメンキャップ,プ,
2022/4/4,再確定,4/4,品名任意,004_114_001_012,004,114,001,012,,,1608,1608,SV,3,機械部品,プロファイル関連部品,プロファイル金型断面,,,,,,,プロファイル金型断面,PROFILE_MOLD_CROSS_SECTION,26,1608,DFK辞典なし,,,PROFILE_MOLD_CROSS_SECTION,,,,品名,製作部品,コンテンツセンタ登録,,,,一般用語,アルミプロファイルの押出用の金型。金型の押出図面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1608,漢字+カタカナ,プロファイルカナガタダンメン,プ,
2022/4/4,再確定,4/4,品名任意,004_115,004,115,,,,,284,284,SV,2,機械部品,機械製作部品,,,,,84,2452,,機械製作部品,MECHANICAL_PRODUCT_PARTS,24,0284,DFK辞典なし,,,MECHANICAL_PRODUCT_PARTS,,,,品名,,コンテンツセンタ登録なし,,,,一般用語,機械加工する事により製作する部品で、ここでは主に装置の内製品の事を指す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",284,漢字のみ,キカイセイサクブヒン,キ,
2022/4/4,登録しない,4/4,品名推奨LIST,004_115_003_001,004,115,003,001,,,327,R327,SV,3,機械部品,機械製作部品,曲げブラケット,,,,,39,,曲げブラケット,BENDING_BRACKET,15,0327,DFK辞典なし,,,BENDING_BRACKET,,,,品名推奨LIST,製作部品,コンテンツセンタ登録なし,,,,一般用語,・曲げ部が1カ所以上ある部品を　曲げブラケットとして定義する。　・機械加工があっても曲げが1カ所以上あれば曲げブラケット　・曲げ加工にスポット的な溶接加工したものも曲げブラケット,,,DAIFUKU,501,曲げ加工数,"0,1,2,3,4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",284,漢字+カタカナ+ひらがな,マゲブラケット,マ,
2022/4/4,登録しない,4/4,品名推奨LIST,004_115_003_002,004,115,003,002,,,331,R331,SV,3,機械部品,機械製作部品,プレート,,,,,25,,プレート,PLATE,5,0331,DFK辞典なし,,,PLATE,,,,品名推奨LIST,製作部品,コンテンツセンタ登録なし,,,,一般用語,主に一枚の板形状での部品である,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",284,カタカナのみ,プレート,プ,
2022/7/26,登録しない,7/20,品名推奨LIST,004_115_003_002_001,004,115,003,002,001,,ID無し,R3035,,4,機械部品,機械製作部品,プレート,ベースプレート,,,,,,ベースプレート,BASE_PLATE,10,#VALUE!,DFK辞典なし,,,BASE_PLATE,,,,品名推奨LIST,製作部品,コンテンツセンタ登録なし,,,,DFK用途用語,複数の部品を取り付ける構造の中心となるプレートのこと。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",284,,ベースプレート,ベ,
